"Collected.From"|"Year"|"Player"|"Position"|"Body-fat"|"Hand.length.(in)"|"Hand.width.(in)"|"Height.w/o.shoes"|"Height.w/.shoes"|"Standing.reach"|"Weight.(LBS)"|"Wingspan"
"83"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-100"|"2018-2019"|"Cody Martin"|"SG-SF"|"5.45E-2"|"8.5"|"9"|"6' 4.75''"|"6' 6''"|"8' 6.5''"|"188.6"|"6' 10.25''"
"84"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-101"|"2018-2019"|"Sviatoslav Mykhailiuk"|"SG-SF"|"8.4500000000000006E-2"|"8.25"|"9.5"|"6' 6.5''"|"6' 7.75''"|"8' 4''"|"211.6"|"6' 4.75''"
"85"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-102"|"2018-2019"|"Theo Pinson"|"SG-SF"|"7.3499999999999996E-2"|"9"|"9"|"6' 5''"|"6' 6.75''"|"8' 7.5''"|"211.2"|"6' 10.75''"
"86"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-103"|"2018-2019"|"Melvin Frazier"|"SF-SG"|"7.9000000000000001E-2"|"9.5"|"9.5"|"6' 4.5''"|"6' 6''"|"8' 9''"|"198.2"|"7' 1.75''"
"87"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-104"|"2018-2019"|"George King"|"SF-SG"|"7.2499999999999995E-2"|"9"|"10.25"|"6' 4.75''"|"6' 6''"|"8' 5.5''"|"218.6"|"6' 11.5''"
"88"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-105"|"2018-2019"|"Caleb Martin"|"SF-SG"|"7.0000000000000007E-2"|"8.5"|"8.75"|"6' 4.75''"|"6' 6''"|"8' 5.5''"|"195.8"|"6' 10''"
"89"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-106"|"2018-2019"|"Zhaire Smith"|"SF-SG"|"6.0499999999999998E-2"|"8.75"|"8.25"|"6' 2.75''"|"6' 4''"|"8' 4''"|"198.6"|"6' 9.75''"
"90"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-107"|"2018-2019"|"Michael Porter"|"SF-PF"|"6.4000000000000001E-2"|"8.75"|"9.25"|"6' 9.5''"|"6' 10.75''"|"9' 0.5''"|"211"|"7' 0.25''"
"91"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-108"|"2018-2019"|"Miles Bridges"|"SF"|"5.8999999999999997E-2"|"9"|"9.75"|"6' 5.25''"|"6' 6.75''"|"8' 7.5''"|"220.4"|"6' 9.5''"
"92"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-109"|"2018-2019"|"Troy Brown"|"SF"|"7.0499999999999993E-2"|"9"|"9.75"|"6' 5.75''"|"6' 6.75''"|"8' 9''"|"208"|"6' 10.25''"
"93"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-110"|"2018-2019"|"Kevin Knox"|"SF"|"4.9500000000000002E-2"|"8.75"|"9.25"|"6' 7.75''"|"6' 9''"|"9' 0''"|"212.6"|"6' 11.75''"
"94"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-111"|"2018-2019"|"Kris Wilkes"|"SF"|"5.1499999999999997E-2"|"8.75"|"9.25"|"6' 6.5''"|"6' 7.5''"|"8' 7.5''"|"205"|"6' 10.25''"
"95"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-112"|"2018-2019"|"Kenrich Williams"|"SF"|"5.9499999999999997E-2"|"8.5"|"9.75"|"6' 6''"|"6' 7.5''"|"8' 7.5''"|"200.4"|"6' 7.25''"
"96"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-113"|"2018-2019"|"Michael Porter"|"SF-PF"|"6.4000000000000001E-2"|"8.75"|"9.25"|"6' 9.5''"|"6' 10.75''"|"9' 0.5''"|"211"|"7' 0.25''"
"97"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-114"|"2018-2019"|"Jaren Jackson"|"PF-C"|"7.1999999999999995E-2"|"10"|"10"|"6' 9.75''"|"6' 11.25''"|"9' 2''"|"236"|"7' 5.25''"
"98"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-115"|"2018-2019"|"Yante Maten"|"PF-C"|"8.1000000000000003E-2"|"9.25"|"10"|"6' 7.25''"|"6' 8.5''"|"8' 11.5''"|"246.2"|"7' 0.5''"
"99"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-116"|"2018-2019"|"Chimezie Metu"|"PF-C"|"5.0500000000000003E-2"|"9"|"9.25"|"6' 8.5''"|"6' 9.5''"|"9' 0''"|"219.6"|"7' 0.5''"
"100"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-117"|"2018-2019"|"Omari Spellman"|"PF-C"|"0.13750000000000001"|"9"|"9"|"6' 8''"|"6' 9.25''"|"8' 11.5''"|"253.8"|"7' 2''"
"101"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-118"|"2018-2019"|"Kostas Antetokounmpo"|"PF"|"0.05"|"9.25"|"9.5"|"6' 9''"|"6' 10.5''"|"9' 2''"|"194.8"|"7' 2.25''"
"102"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-119"|"2018-2019"|"Kevin Hervey"|"PF"|"5.1499999999999997E-2"|"9.25"|"10.25"|"6' 6.5''"|"6' 7.75''"|"8' 11''"|"211.6"|"7' 3.5''"
"103"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-120"|"2018-2019"|"Justin Jackson"|"PF"|"8.8999999999999996E-2"|"9"|"9.5"|"6' 6''"|"6' 6.75''"|"8' 9''"|"229.4"|"7' 3''"
"104"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-121"|"2018-2019"|"Alize Johnson"|"PF"|"8.1000000000000003E-2"|"8.5"|"9.75"|"6' 7.25''"|"6' 8''"|"8' 7''"|"216.6"|"6' 8.75''"
"105"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-122"|"2018-2019"|"Billy Preston"|"PF"|"5.45E-2"|"9.25"|"9.5"|"6' 8.75''"|"6' 10.5''"|"9' 0''"|"222.4"|"7' 2''"
"106"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-123"|"2018-2019"|"Ray Spalding"|"PF"|"5.5500000000000001E-2"|"9.25"|"9"|"6' 9''"|"6' 10.25''"|"9' 1''"|"215.4"|"7' 4.75''"
"107"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-124"|"2018-2019"|"PJ Washington"|"PF"|"6.8500000000000005E-2"|"9"|"10.25"|"6' 6.5''"|"6' 8''"|"8' 11''"|"223"|"7' 2.5''"
"108"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-125"|"2018-2019"|"Wendell Carter"|"C-PF"|"7.85E-2"|"8.5"|"9"|"6' 8.75''"|"6' 10''"|"9' 1''"|"251.4"|"7' 4.5''"
"109"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-126"|"2018-2019"|"Jontay Porter"|"C-PF"|"0.13850000000000001"|"8.75"|"9.5"|"6' 10''"|"6' 11.5''"|"9' 1''"|"236"|"7' 0.25''"
"110"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-127"|"2018-2019"|"Moritz Wagner"|"C-PF"|"6.7500000000000004E-2"|"9"|"10.75"|"6' 10.5''"|"6' 11.5''"|"9' 0''"|"241.4"|"7' 0''"
"111"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-128"|"2018-2019"|"Jaren Jackson"|"PF-C"|"7.1999999999999995E-2"|"10"|"10"|"6' 9.75''"|"6' 11.25''"|"9' 2''"|"236"|"7' 5.25''"
"112"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-129"|"2018-2019"|"Yante Maten"|"PF-C"|"8.1000000000000003E-2"|"9.25"|"10"|"6' 7.25''"|"6' 8.5''"|"8' 11.5''"|"246.2"|"7' 0.5''"
"113"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-130"|"2018-2019"|"Chimezie Metu"|"PF-C"|"5.0500000000000003E-2"|"9"|"9.25"|"6' 8.5''"|"6' 9.5''"|"9' 0''"|"219.6"|"7' 0.5''"
"114"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-131"|"2018-2019"|"Omari Spellman"|"PF-C"|"0.13750000000000001"|"9"|"9"|"6' 8''"|"6' 9.25''"|"8' 11.5''"|"253.8"|"7' 2''"
"115"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-132"|"2018-2019"|"Wendell Carter"|"C-PF"|"7.85E-2"|"8.5"|"9"|"6' 8.75''"|"6' 10''"|"9' 1''"|"251.4"|"7' 4.5''"
"116"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-133"|"2018-2019"|"Jontay Porter"|"C-PF"|"0.13850000000000001"|"8.75"|"9.5"|"6' 10''"|"6' 11.5''"|"9' 1''"|"236"|"7' 0.25''"
"117"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-134"|"2018-2019"|"Moritz Wagner"|"C-PF"|"6.7500000000000004E-2"|"9"|"10.75"|"6' 10.5''"|"6' 11.5''"|"9' 0''"|"241.4"|"7' 0''"
"118"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-135"|"2018-2019"|"Udoka Azubuike"|"C"|"7.9500000000000001E-2"|"9.5"|"10"|"6' 10''"|"7' 0.25''"|"9' 4.5''"|"273.8"|"7' 7''"
"119"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-136"|"2018-2019"|"Mohamed Bamba"|"C"|"6.2E-2"|"9.75"|"10.25"|"6' 11.25''"|"7' 0.75''"|"9' 7.5''"|"225.6"|"7' 10''"
"120"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-137"|"2018-2019"|"Bruno Fernando"|"C"|"5.2499999999999998E-2"|"9.5"|"10"|"6' 8.75''"|"6' 9.75''"|"9' 1''"|"233.2"|"7' 4.25''"
"121"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-138"|"2018-2019"|"Isaac Haas"|"C"|"0.1255"|"10"|"10.5"|"7' 1.25''"|"7' 2.75''"|"9' 3.5''"|"303"|"7' 5''"
"122"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-139"|"2018-2019"|"Sagaba Konate"|"C"|"7.3499999999999996E-2"|"9.25"|"10"|"6' 6.5''"|"6' 7.5''"|"8' 10.5''"|"246"|"7' 0''"
"123"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-140"|"2018-2019"|"Brandon McCoy"|"C"|"8.6999999999999994E-2"|"9.75"|"9.5"|"6' 11.5''"|"7' 0.5''"|"9' 2.5''"|"250.4"|"7' 2''"
"124"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-141"|"2018-2019"|"Austin Wiley"|"C"|"0.05"|"9.75"|"10.25"|"6' 8.25''"|"6' 10''"|"9' 3''"|"249.4"|"7' 5''"
"125"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-142"|"2018-2019"|"Keita Bates-Diop"|"SG-SF"|"5.3499999999999999E-2"|"9"|"8.5"|"6' 7.25''"|"6' 8.5''"|"8' 10.5''"|"223.8"|"7' 3.25''"
"126"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-143"|"2018-2019"|"Brian Bowen"|"SG-SF"|"7.5999999999999998E-2"|"9"|"10"|"6' 6.25''"|"6' 7.5''"|"8' 7.5''"|"202"|"6' 10.25''"
"127"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-144"|"2018-2019"|"Jacob Evans"|"SG-SF"|"6.5000000000000002E-2"|"9"|"9.25"|"6' 4.25''"|"6' 5.5''"|"8' 6.5''"|"199.6"|"6' 9.25''"
"128"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-145"|"2018-2019"|"Cody Martin"|"SG-SF"|"5.45E-2"|"8.5"|"9"|"6' 4.75''"|"6' 6''"|"8' 6.5''"|"188.6"|"6' 10.25''"
"129"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-146"|"2018-2019"|"Sviatoslav Mykhailiuk"|"SG-SF"|"8.4500000000000006E-2"|"8.25"|"9.5"|"6' 6.5''"|"6' 7.75''"|"8' 4''"|"211.6"|"6' 4.75''"
"130"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-147"|"2018-2019"|"Theo Pinson"|"SG-SF"|"7.3499999999999996E-2"|"9"|"9"|"6' 5''"|"6' 6.75''"|"8' 7.5''"|"211.2"|"6' 10.75''"
"131"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-148"|"2018-2019"|"Bruce Brown"|"SG-PG"|"3.7499999999999999E-2"|"8.5"|"8.5"|"6' 3.5''"|"6' 5''"|"8' 2.5''"|"194.6"|"6' 9''"
"132"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-149"|"2018-2019"|"DeAnthony Melton"|"SG-PG"|"5.1999999999999998E-2"|"8.5"|"9.5"|"6' 2.25''"|"6' 3.25''"|"8' 3.5''"|"193.2"|"6' 8.5''"
"133"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-150"|"2018-2019"|"Shake Milton"|"SG-PG"|"6.8000000000000005E-2"|"8.75"|"9.5"|"6' 4.5''"|"6' 5.5''"|"8' 3.5''"|"207.2"|"7' 0.75''"
"134"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-151"|"2018-2019"|"Anfernee Simons"|"SG-PG"|"7.6999999999999999E-2"|"8.75"|"9"|"6' 2.25''"|"6' 3.25''"|"8' 3.5''"|"183.2"|"6' 9.25''"
"135"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-152"|"2018-2019"|"Rawle Alkins"|"SG"|"8.8999999999999996E-2"|"8.5"|"10"|"6' 2.75''"|"6' 4.25''"|"8' 3''"|"217.4"|"6' 8.75''"
"136"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-153"|"2018-2019"|"Grayson Allen"|"SG"|"5.5500000000000001E-2"|"8.25"|"10"|"6' 3''"|"6' 4.5''"|"8' 1''"|"198"|"6' 7.25''"
"137"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-154"|"2018-2019"|"Tyus Battle"|"SG"|"0.04"|"8.5"|"9.25"|"6' 5''"|"6' 6.75''"|"8' 6''"|"200.2"|"6' 9''"
"138"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-155"|"2018-2019"|"Donte DiVincenzo"|"SG"|"0.05"|"8.25"|"9"|"6' 3.5''"|"6' 4.5''"|"8' 1.5''"|"200.6"|"6' 6''"
"139"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-156"|"2018-2019"|"Hamidou Diallo"|"SG"|"4.4499999999999998E-2"|"8.75"|"9"|"6' 4.25''"|"6' 6''"|"8' 7''"|"197"|"6' 11.5''"
"140"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-157"|"2018-2019"|"Devon Hall"|"SG"|"8.4500000000000006E-2"|"8.5"|"10"|"6' 4.25''"|"6' 6''"|"8' 6''"|"206.4"|"6' 7.75''"
"141"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-158"|"2018-2019"|"Kevin Huerter"|"SG"|"8.5999999999999993E-2"|"8.25"|"8.5"|"6' 6.25''"|"6' 7.25''"|"8' 5.5''"|"194"|"6' 7.5''"
"142"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-159"|"2018-2019"|"Malik Newman"|"SG"|"6.25E-2"|"8.5"|"9.5"|"6' 2.5''"|"6' 3.25''"|"8' 2.5''"|"189.2"|"6' 5.5''"
"143"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-160"|"2018-2019"|"Josh Okogie"|"SG"|"5.1999999999999998E-2"|"9"|"9.75"|"6' 3''"|"6' 4.5''"|"8' 6''"|"210.8"|"7' 0''"
"144"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-161"|"2018-2019"|"Jerome Robinson"|"SG"|"6.0499999999999998E-2"|"9"|"10"|"6' 4''"|"6' 5''"|"8' 2''"|"188.4"|"6' 7.25''"
"145"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-162"|"2018-2019"|"Khyri Thomas"|"SG"|"6.4000000000000001E-2"|"8.75"|"9.25"|"6' 2.5''"|"6' 3.75''"|"8' 5''"|"198.8"|"6' 10.5''"
"146"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-163"|"2018-2019"|"Gary Trent"|"SG"|"7.0000000000000007E-2"|"8.5"|"9.5"|"6' 4.25''"|"6' 5.75''"|"8' 2''"|"204.2"|"6' 8.75''"
"147"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-164"|"2018-2019"|"Allonzo Trier"|"SG"|"4.9500000000000002E-2"|"8.25"|"10.5"|"6' 3.75''"|"6' 5.25''"|"8' 2''"|"198"|"6' 6.75''"
"148"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-165"|"2018-2019"|"Lonnie Walker"|"SG"|"5.6500000000000002E-2"|"9"|"9.5"|"6' 3.75''"|"6' 4.5''"|"8' 3.5''"|"196.2"|"6' 10.25''"
"149"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-166"|"2018-2019"|"Melvin Frazier"|"SF-SG"|"7.9000000000000001E-2"|"9.5"|"9.5"|"6' 4.5''"|"6' 6''"|"8' 9''"|"198.2"|"7' 1.75''"
"150"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-167"|"2018-2019"|"George King"|"SF-SG"|"7.2499999999999995E-2"|"9"|"10.25"|"6' 4.75''"|"6' 6''"|"8' 5.5''"|"218.6"|"6' 11.5''"
"151"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-168"|"2018-2019"|"Caleb Martin"|"SF-SG"|"7.0000000000000007E-2"|"8.5"|"8.75"|"6' 4.75''"|"6' 6''"|"8' 5.5''"|"195.8"|"6' 10''"
"152"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-169"|"2018-2019"|"Zhaire Smith"|"SF-SG"|"6.0499999999999998E-2"|"8.75"|"8.25"|"6' 2.75''"|"6' 4''"|"8' 4''"|"198.6"|"6' 9.75''"
"153"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-170"|"2018-2019"|"Jaylen Barford"|"PG-SG"|"0.11650000000000001"|"8"|"8.25"|"6' 1.25''"|"6' 2.25''"|"8' 0.5''"|"207.6"|"6' 3.5''"
"154"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-171"|"2018-2019"|"Trevon Duval"|"PG"|"5.1999999999999998E-2"|"8.75"|"10"|"6' 1.5''"|"6' 2.5''"|"8' 1.5''"|"191"|"6' 8.25''"
"155"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-172"|"2018-2019"|"Trae Young"|"PG"|"5.3499999999999999E-2"|"8"|"9.25"|"6' 0.5''"|"6' 1.75''"|"7' 11.5''"|"177.8"|"6' 3''"
"156"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-173"|"2018-2019"|"Tony Carr"|"PG"|"6.5000000000000002E-2"|"8.5"|"9.75"|"6' 3''"|"6' 4.5''"|"8' 4''"|"198.8"|"6' 8.25''"
"157"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-174"|"2018-2019"|"Shake Milton"|"SG-PG"|"6.8000000000000005E-2"|"8.75"|"9.5"|"6' 4.5''"|"6' 5.5''"|"8' 3.5''"|"207.2"|"7' 0.75''"
"158"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-175"|"2018-2019"|"Shai Gilgeous-Alexander"|"PG"|"0.03"|"9"|"9"|"6' 4.5''"|"6' 6''"|"8' 8''"|"180"|"6' 11.5''"
"159"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-176"|"2018-2019"|"Landry Shamet"|"PG"|"4.8500000000000001E-2"|"8"|"9"|"6' 4''"|"6' 5.25''"|"8' 4''"|"188.6"|"6' 6.75''"
"160"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-177"|"2018-2019"|"Keenan Evans"|"PG"|"6.5000000000000002E-2"|"8.5"|"8"|"6' 1.5''"|"6' 3''"|"8' 2''"|"183.2"|"6' 5.25''"
"161"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-178"|"2018-2019"|"Jevon Carter"|"PG"|"4.1500000000000002E-2"|"9.25"|"8.5"|"6' 0.25''"|"6' 1.5''"|"7' 11''"|"196.2"|"6' 4.25''"
"162"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-179"|"2018-2019"|"Jaylen Hands"|"PG"|"0.05"|"8"|"8"|"6' 1.5''"|"6' 2.75''"|"8' 2''"|"179"|"6' 5.5''"
"163"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-180"|"2018-2019"|"Jaylen Barford"|"PG-SG"|"0.11650000000000001"|"8"|"8.25"|"6' 1.25''"|"6' 2.25''"|"8' 0.5''"|"207.6"|"6' 3.5''"
"164"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-181"|"2018-2019"|"Jalen Brunson"|"PG"|"6.7000000000000004E-2"|"8.25"|"9.25"|"6' 1''"|"6' 2.25''"|"8' 0''"|"198.4"|"6' 4''"
"165"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-182"|"2018-2019"|"Devonte Graham"|"PG"|"4.8000000000000001E-2"|"8.5"|"9.5"|"6' 0.25''"|"6' 1.5''"|"8' 0''"|"186.4"|"6' 6.25''"
"166"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-183"|"2018-2019"|"DeAnthony Melton"|"SG-PG"|"5.1999999999999998E-2"|"8.5"|"9.5"|"6' 2.25''"|"6' 3.25''"|"8' 3.5''"|"193.2"|"6' 8.5''"
"167"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-184"|"2018-2019"|"Collin Sexton"|"PG"|"5.6000000000000001E-2"|"8.25"|"8.5"|"6' 0.5''"|"6' 1.5''"|"8' 2.5''"|"183"|"6' 7.25''"
"168"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-185"|"2018-2019"|"Carsen Edwards"|"PG"|"6.3E-2"|"8.5"|"9.25"|"5' 10.75''"|"6' 0''"|"7' 10.5''"|"195.6"|"6' 6.25''"
"169"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-186"|"2018-2019"|"Bruce Brown"|"SG-PG"|"3.7499999999999999E-2"|"8.5"|"8.5"|"6' 3.5''"|"6' 5''"|"8' 2.5''"|"194.6"|"6' 9''"
"170"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-187"|"2018-2019"|"Anfernee Simons"|"SG-PG"|"7.6999999999999999E-2"|"8.75"|"9"|"6' 2.25''"|"6' 3.25''"|"8' 3.5''"|"183.2"|"6' 9.25''"
"171"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-188"|"2018-2019"|"Aaron Holiday"|"PG"|"6.4000000000000001E-2"|"8.75"|"8.5"|"5' 11.75''"|"6' 0.75''"|"8' 1''"|"187"|"6' 7.5''"
"172"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-189"|"2017-2018"|"Zach Collins"|"PF-C"|"8.8999999999999996E-2"|"8.75"|"9.25"|"6' 10.25''"|"7' 0''"|"9' 3''"|"232.2"|"7' 1''"
"173"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-190"|"2017-2018"|"Wesley Iwundu"|"SG-SF"|"0.04"|"8.75"|"9.5"|"6' 5.5''"|"6' 6.75''"|"8' 9.5''"|"193.4"|"7' 1''"
"174"|"https://www.nba.com/stats/draft/combine-anthro/?sort=PLAYER_NAME&dir=1&SeasonYear=2017-191"|"2017-2018"|"V.J. Beachem"|"SG-SF"|"6.8000000000000005E-2"|"8.5"|"9"|"6' 6.25''"|"6' 8''"|"8' 8.5''"|"193.4"|"6' 10.25''"
